Curs escolar,Codi_centre,Nom_centre,Municipi,Unitats concertades - EINF,Unitats concertades - PRI,Unitats concertades - ESO,Unitats concertades - EdE,Unitats concertades - BATX,Unitats concertades - CFPM,Unitats concertades -CFPS,Alumnes - EINF,Alumnes - PRI,Alumnes - ESO,Alumnes - EdE,Alumnes - BATX,Alumnes - CFPM,Alumnes - CFPS,Dotació plantilla,Nòmina del personal del centre,Seg.Social,Despeses de funcionament,Total Alumnes,MUNICIPI,NOM_CAPITAL,COMARCA,PROVINCIA,CENS
2020-2021,8039987,L'Horitzó,Barcelona,3.0,4.0,2.0,0.0,0.0,0.0,0.0,59.0,98.0,61.0,0.0,0.0,0.0,0.0,14.36,536682.17,168518.2,66719.12,218.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8040199,Padre Damián Sagrados Corazones,Barcelona,8.0,18.0,12.0,0.0,0.0,0.0,0.0,159.0,425.0,357.0,0.0,0.0,0.0,0.0,56.5,2190432.59,687795.83,288040.69,941.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8041076,Taiga,Barcelona,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,16.0,590133.78,185302.01,64785.92,50.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8041741,Ceir - Arco Aragó,Barcelona,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,38.0,178.0,15.94,684676.0,214988.26,79701.48,216.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8042664,Solc,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,63.0,149.0,120.0,0.0,0.0,0.0,0.0,20.72,771042.29,242107.28,112468.66,332.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8044326,Roca,Barcelona,0.0,0.0,8.0,0.0,6.0,14.0,16.0,0.0,0.0,232.0,0.0,181.0,329.0,370.0,75.76,3015833.17,946971.62,424650.06,1112.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8044739,Nadís,Barcelona,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,12.0,377785.94,118624.79,34858.5,28.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8044791,Joan Roca Guipúzcoa,Barcelona,3.0,12.0,0.0,0.0,0.0,0.0,0.0,64.0,265.0,0.0,0.0,0.0,0.0,0.0,22.0,743887.92,233580.81,102810.35,329.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8044909,Comercial Català,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.56,250587.86,78684.59,29774.96,100.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8049646,Mafalda,Barcelona,3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,166131.85,52165.4,20710.29,60.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8051021,Camí,Barcelona,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,150.0,121.0,0.0,0.0,0.0,0.0,16.72,635983.27,199698.75,74339.29,271.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8051719,El Petit Santa Maria,Barcelona,3.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,166778.97,52368.6,26091.6,65.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8052335,Magnòlia,Barcelona,3.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,193063.04,60621.79,21452.79,72.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8052591,Guimbarda,Barcelona,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,16.0,528874.4,166066.56,48063.09,34.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8057084,Augusta,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,59.0,111.0,99.0,0.0,0.0,0.0,0.0,20.72,744957.97,233916.8,104368.98,269.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8059226,Vida Montserrat,Barcelona,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,35.0,1157632.89,363496.73,123220.56,155.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8059411,Cintra,Barcelona,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,12.0,484087.24,152003.39,37619.8,45.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8068240,L'Esclop-Passeig,Barcelona,4.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33,209841.26,65890.16,27376.65,73.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2020-2021,8077204,Les Girafes Blaves,Barcelona,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,18.0,460682.77,144654.39,45395.94,27.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003014,Jesús Maria,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,132.0,303.0,236.0,0.0,0.0,0.0,0.0,40.68,1781639.22,559434.72,219577.21,671.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003041,Sagrada Família,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,63.0,133.0,0.0,0.0,0.0,0.0,0.0,16.0,627477.33,197027.88,83870.32,196.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003294,Sant Felip Neri,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,68.0,146.0,114.0,0.0,0.0,0.0,0.0,21.73,912065.29,286388.5,92425.62,328.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003361,Maristes Anna Ravell,Barcelona,3.0,10.0,12.0,0.0,4.0,0.0,0.0,71.0,210.0,301.0,0.0,88.0,0.0,0.0,53.56,2376651.79,746268.66,257960.36,670.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003543,Salesià de Sant Josep,Barcelona,3.0,6.0,13.0,0.0,0.0,0.0,0.0,74.0,150.0,380.0,0.0,0.0,0.0,0.0,36.84,1621622.53,509189.47,183774.05,604.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003592,Maria Auxiliadora,Barcelona,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,18.0,730412.7,229349.59,97771.11,281.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003610,Jesús Maria,Barcelona,6.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,298421.39,93704.32,47169.92,134.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003658,Sant Francesc,Barcelona,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,161.0,294.0,31.19,1357525.17,426262.9,190591.53,455.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003671,JesuÏtes Poble Sec - Sant Pere Claver,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,62.0,131.0,0.0,0.0,0.0,0.0,0.0,14.0,535391.51,168112.93,74687.76,193.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003701,Alfageme,Barcelona,2.0,6.0,0.0,0.0,0.0,0.0,0.0,56.0,121.0,0.0,0.0,0.0,0.0,0.0,13.0,569253.69,178745.66,57704.89,177.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003725,Garbiñe,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,69.0,144.0,0.0,0.0,0.0,0.0,0.0,14.0,509483.21,159977.73,80185.8,213.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003774,Lexia,Barcelona,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,22.0,782671.94,245758.99,88597.75,91.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003816,Thau,Barcelona,12.0,24.0,12.0,0.0,0.0,0.0,0.0,276.0,604.0,407.0,0.0,0.0,0.0,0.0,68.16,2889401.17,907271.97,361615.13,1287.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003907,La Salle Bonanova,Barcelona,13.0,30.0,16.0,0.0,0.0,0.0,0.0,322.0,741.0,494.0,0.0,0.0,0.0,0.0,85.29,3688242.12,1158108.03,441152.95,1557.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8003993,Canigó,Barcelona,12.0,17.0,8.0,0.0,0.0,0.0,0.0,259.0,372.0,258.0,0.0,0.0,0.0,0.0,51.68,2073522.2,651085.97,286009.97,889.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004018,Mary Ward,Barcelona,2.0,6.0,4.0,0.0,0.0,0.0,0.0,44.0,140.0,95.0,0.0,0.0,0.0,0.0,19.72,795526.05,249795.18,107130.77,279.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004031,Sant Marc de Sarrià,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,61.0,138.0,119.0,0.0,0.0,0.0,0.0,20.72,838164.27,263183.58,103910.02,318.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004067,Jesuïtes Sarrià - Sant Ignasi,Barcelona,15.0,36.0,24.0,0.0,0.0,4.0,17.0,346.0,824.0,690.0,0.0,0.0,131.0,516.0,139.05,5738595.47,1801918.98,830021.74,2507.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004080,Sil,Barcelona,5.0,12.0,8.0,0.0,0.0,0.0,0.0,102.0,268.0,198.0,0.0,0.0,0.0,0.0,39.34,1492707.44,468710.14,204038.83,568.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004122,Sagrado Corazón,Barcelona,4.0,12.0,8.0,0.0,0.0,0.0,0.0,83.0,241.0,206.0,0.0,0.0,0.0,0.0,38.01,1616059.09,507442.55,183690.06,530.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004171,Santa Anna-Eixample,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,59.0,148.0,110.0,0.0,0.0,0.0,0.0,20.72,907643.85,285000.17,94479.04,317.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004195,Sant Gregori,Barcelona,5.0,12.0,8.0,0.0,0.0,0.0,0.0,92.0,285.0,212.0,0.0,0.0,0.0,0.0,41.02,1602724.12,503255.37,188766.63,589.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004201,Santa Teresa - Ganduxer,Barcelona,9.0,18.0,12.0,0.0,0.0,0.0,0.0,201.0,422.0,323.0,0.0,0.0,0.0,0.0,57.16,2401018.98,753919.96,285790.68,946.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004286,Escola Pia de Sarrià-Calassanç,Barcelona,8.0,21.0,16.0,0.0,8.0,0.0,0.0,153.0,478.0,471.0,0.0,246.0,0.0,0.0,78.34,3512775.22,1103011.42,420586.56,1348.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004316,Decroly,Barcelona,2.0,6.0,0.0,0.0,0.0,0.0,0.0,42.0,133.0,0.0,0.0,0.0,0.0,0.0,13.0,534618.48,167870.2,63490.86,175.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004328,Nostra Senyora de Lurdes,Barcelona,6.0,12.0,0.0,0.0,0.0,0.0,0.0,111.0,287.0,0.0,0.0,0.0,0.0,0.0,25.0,930686.65,292235.61,150497.34,398.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004390,Sant Pau,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,145.0,305.0,232.0,0.0,0.0,0.0,0.0,38.68,1621962.22,509296.14,199875.13,682.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004471,Nausica,Barcelona,2.0,6.0,0.0,0.0,0.0,0.0,0.0,43.0,125.0,0.0,0.0,0.0,0.0,0.0,13.0,564889.18,177375.2,58246.73,168.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004511,Betània-Patmos,Barcelona,12.0,24.0,12.0,0.0,0.0,0.0,0.0,259.0,571.0,357.0,0.0,0.0,0.0,0.0,66.16,2794635.44,877515.53,342935.55,1187.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004523,Paideia,Barcelona,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,46.0,1608267.92,504996.13,217523.94,196.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004559,Abat Oliba-Loreto,Barcelona,9.0,18.0,12.0,0.0,0.0,0.0,0.0,194.0,431.0,356.0,0.0,0.0,0.0,0.0,57.16,2232936.18,701141.96,285436.23,981.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004626,Jesuïtes Sant Gervasi - Infant Jesús,Barcelona,8.0,18.0,12.0,0.0,0.0,0.0,0.0,172.0,427.0,346.0,0.0,0.0,0.0,0.0,56.94,2300899.95,722482.58,331391.39,945.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004641,Lys,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,50.0,140.0,0.0,0.0,0.0,0.0,0.0,14.0,596943.17,187440.16,59853.32,190.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004705,Reial Monestir de Santa Isabel,Barcelona,11.0,24.0,16.0,0.0,0.0,0.0,0.0,236.0,555.0,457.0,0.0,0.0,0.0,0.0,72.24,2712941.48,851863.62,409231.03,1248.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004717,Sagrat Cor-Sarrià,Barcelona,11.0,23.0,16.0,0.0,6.0,4.0,6.0,222.0,560.0,447.0,0.0,195.0,102.0,172.0,99.55,4257239.59,1336773.23,536876.55,1698.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004742,Jesús i Maria,Barcelona,7.0,16.0,12.0,0.0,0.0,0.0,0.0,140.0,384.0,324.0,0.0,0.0,0.0,0.0,53.33,2273542.58,713892.37,256258.07,848.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004778,Santa Dorotea,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,113.0,280.0,233.0,0.0,0.0,0.0,0.0,40.68,1664317.3,522595.63,191887.21,626.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004869,Peter Pan,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,55.0,129.0,0.0,0.0,0.0,0.0,0.0,16.0,662263.07,207950.6,62283.04,184.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004900,Madres Concepcionistas de la Enseñanza,Barcelona,3.0,10.0,8.0,0.0,0.0,0.0,0.0,60.0,189.0,188.0,0.0,0.0,0.0,0.0,33.68,1469331.51,461370.09,178021.15,437.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8004912,Montserrat,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,150.0,301.0,238.0,0.0,0.0,0.0,0.0,38.68,1475169.98,463203.37,204715.2,689.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005072,Sadako,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,146.0,300.0,240.0,0.0,0.0,0.0,0.0,38.68,1614448.43,506936.81,226212.61,686.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005102,La Salle Comtal,Barcelona,4.0,12.0,8.0,0.0,0.0,0.0,0.0,82.0,258.0,232.0,0.0,0.0,0.0,0.0,44.85,1926910.54,605049.91,198776.28,572.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005114,Mare del Diví Pastor,Barcelona,2.0,5.0,4.0,0.0,0.0,0.0,0.0,46.0,119.0,95.0,0.0,0.0,0.0,0.0,18.72,819690.01,257382.66,101015.21,260.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005151,Sant Francesc Xavier,Barcelona,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,56.0,102.0,0.0,0.0,0.0,0.0,15.72,622045.25,195322.21,69874.09,158.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005199,Jesuïtes Casp - Sagrat Cor de Jesús,Barcelona,6.0,25.0,20.0,0.0,0.0,0.0,0.0,132.0,561.0,594.0,0.0,0.0,0.0,0.0,73.0,3194921.0,1003205.19,410347.28,1287.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005242,Escola Pia de Nostra Senyora,Barcelona,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,14.68,680200.98,213583.11,82882.57,230.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005266,Sagrat Cor-Diputació,Barcelona,5.0,12.0,12.0,0.0,12.0,0.0,0.0,83.0,285.0,326.0,0.0,381.0,0.0,0.0,66.22,2808842.04,881976.4,336122.37,1075.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005370,Jesuïtes Gràcia - Kostka,Barcelona,10.0,24.0,16.0,0.0,0.0,0.0,0.0,205.0,547.0,441.0,0.0,0.0,0.0,0.0,71.62,3026797.27,950414.34,399736.7,1193.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005382,Escolàpies Llúria-Barcelona,Barcelona,5.0,12.0,8.0,0.0,0.0,0.0,0.0,93.0,242.0,203.0,0.0,0.0,0.0,0.0,38.34,1620481.35,508831.14,189665.3,538.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005394,Lestonnac,Barcelona,8.0,18.0,12.0,0.0,6.0,0.0,0.0,160.0,439.0,353.0,0.0,198.0,0.0,0.0,66.94,2874195.41,902497.36,353352.17,1150.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005412,Lleó XIII,Barcelona,2.0,6.0,8.0,0.0,0.0,0.0,0.0,37.0,114.0,199.0,0.0,0.0,0.0,0.0,27.68,1116817.1,350680.57,141267.2,350.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005436,Dominiques Barcelona,Barcelona,8.0,18.0,12.0,0.0,0.0,0.0,0.0,163.0,404.0,342.0,0.0,0.0,0.0,0.0,55.5,2342541.12,735557.91,300772.16,909.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005473,San Nicolás,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,75.0,150.0,96.0,0.0,0.0,0.0,0.0,23.22,930343.71,292127.92,123267.96,321.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005564,Maristes La Immaculada,Barcelona,9.0,18.0,12.0,0.0,0.0,0.0,0.0,193.0,415.0,335.0,0.0,0.0,0.0,0.0,58.16,2532599.09,795236.11,328403.67,943.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005618,Vedruna Àngels Barcelona,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,74.0,144.0,114.0,0.0,0.0,0.0,0.0,26.72,1074227.48,337307.43,110173.93,332.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005746,Escola Pia Sant Antoni,Barcelona,8.0,23.0,16.0,0.0,6.0,0.0,0.0,191.0,490.0,455.0,0.0,155.0,0.0,0.0,80.62,3676962.94,1154566.36,425417.93,1291.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005761,IPSE,Barcelona,4.0,11.0,8.0,0.0,4.0,0.0,0.0,79.0,216.0,199.0,0.0,113.0,0.0,0.0,43.41,1792265.06,562771.23,216172.91,607.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005771,Sagrat Cor-Esclaves,Barcelona,3.0,12.0,8.0,0.0,0.0,0.0,0.0,72.0,199.0,199.0,0.0,0.0,0.0,0.0,36.68,1619163.33,508417.29,194059.21,470.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005801,Mare de Déu del Roser,Barcelona,3.0,12.0,8.0,0.0,0.0,0.0,0.0,67.0,224.0,200.0,0.0,0.0,0.0,0.0,40.68,1637103.55,514050.51,215179.38,491.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8005965,Sant Francesc d'Assís,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,69.0,132.0,0.0,0.0,0.0,0.0,0.0,15.0,554119.84,173993.63,73424.78,201.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8006052,Sant Josep Oriol,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,61.0,132.0,0.0,0.0,0.0,0.0,0.0,14.0,546054.82,171461.21,75574.89,193.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8006118,Proa,Barcelona,6.0,12.0,8.0,0.0,6.0,0.0,0.0,149.0,301.0,238.0,0.0,205.0,0.0,0.0,49.12,2120732.51,665910.01,239053.56,893.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8006143,Josep Tous,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,146.0,293.0,226.0,0.0,0.0,0.0,0.0,41.68,1743266.47,547385.67,208352.85,665.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8006209,Sant Medir,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,62.0,144.0,118.0,0.0,0.0,0.0,0.0,20.72,902494.74,283383.35,108588.02,324.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8006465,Nostra Senyora del Carme,Barcelona,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,10.0,363725.88,114209.93,49059.61,123.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8006477,Lloret,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,64.0,146.0,0.0,0.0,0.0,0.0,0.0,14.0,553694.62,173860.11,71737.62,210.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8006490,Montserrat,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,149.0,303.0,245.0,0.0,0.0,0.0,0.0,41.18,1779894.59,558886.9,203782.6,697.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8006532,Maristes Sants - les Corts,Barcelona,7.0,22.0,20.0,0.0,0.0,0.0,0.0,165.0,502.0,581.0,0.0,0.0,0.0,0.0,75.17,3209985.38,1007935.41,413635.39,1248.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8006751,Virolai,Barcelona,3.0,12.0,12.0,0.0,0.0,0.0,0.0,74.0,312.0,357.0,0.0,0.0,0.0,0.0,43.16,1765118.75,554247.29,233878.61,743.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8006908,Vedruna Gràcia Barcelona,Barcelona,6.0,12.0,8.0,0.0,6.0,0.0,0.0,119.0,286.0,239.0,0.0,186.0,0.0,0.0,49.12,2236060.06,702122.86,248917.08,830.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8006945,Acis-Artur Martorell,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,54.0,122.0,99.0,0.0,0.0,0.0,0.0,21.72,922180.36,289564.63,111432.77,275.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8006970,Sant Josep,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,68.0,120.0,83.0,0.0,0.0,0.0,0.0,23.72,963343.78,302489.95,113830.46,271.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8006994,Sant Josep-Teresianes,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,118.0,254.0,215.0,0.0,0.0,0.0,0.0,40.68,1645701.72,516750.34,209410.33,587.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8007032,La Salle Gràcia,Barcelona,3.0,6.0,8.0,0.0,0.0,0.0,0.0,69.0,145.0,235.0,0.0,0.0,0.0,0.0,28.68,1151800.36,361665.31,144269.67,449.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8007101,Reina Elisenda,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0,14.0,534983.59,167984.85,68235.61,218.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8007445,Escola Pia-Luz Casanova,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,65.0,153.0,117.0,0.0,0.0,0.0,0.0,22.72,873388.37,274243.95,123408.84,335.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8007469,FEDAC-Amilcar,Barcelona,6.0,12.0,8.0,0.0,4.0,0.0,0.0,146.0,304.0,247.0,0.0,132.0,0.0,0.0,46.08,1942940.04,610083.17,247216.72,829.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8007482,Sant Lluís,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,58.0,146.0,121.0,0.0,0.0,0.0,0.0,20.72,776023.48,243671.37,107895.23,325.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8007494,Sagrada Família,Barcelona,9.0,18.0,12.0,0.0,6.0,0.0,0.0,208.0,459.0,365.0,0.0,181.0,0.0,0.0,71.1,2945789.67,924977.96,353418.45,1213.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8007524,Prínceps 23 d'Abril,Barcelona,2.0,6.0,0.0,0.0,0.0,0.0,0.0,55.0,146.0,0.0,0.0,0.0,0.0,0.0,13.0,566727.22,177952.35,57124.96,201.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8007597,La Salle Congrés,Barcelona,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,17.6,820272.78,257565.65,66730.0,351.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
