Curs escolar,Codi_centre,Nom_centre,Municipi,Unitats concertades - EINF,Unitats concertades - PRI,Unitats concertades - ESO,Unitats concertades - EdE,Unitats concertades - BATX,Unitats concertades - CFPM,Unitats concertades -CFPS,Alumnes - EINF,Alumnes - PRI,Alumnes - ESO,Alumnes - EdE,Alumnes - BATX,Alumnes - CFPM,Alumnes - CFPS,Dotació plantilla,Nòmina del personal del centre,Seg.Social,Despeses de funcionament,Total Alumnes,MUNICIPI,NOM_CAPITAL,COMARCA,PROVINCIA,CENS
2021-2022,8031356,Montagut,Vilafranca del Penedès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,148.0,312.0,241.0,0.0,0.0,0.0,0.0,39.68,1578268.85,495576.42,209484.92,701.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2021-2022,8031371,Sant Josep,Vilafranca del Penedès,3.0,6.0,4.0,0.0,0.0,0.0,0.0,71.0,161.0,120.0,0.0,0.0,0.0,0.0,20.72,915432.64,287445.85,100009.31,352.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2021-2022,8031381,Vedruna Vilafranca del Penedès,Vilafranca del Penedès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,125.0,309.0,237.0,0.0,0.0,0.0,0.0,38.68,1568366.2,492466.99,234751.21,671.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2021-2022,8031401,Sant Ramon de Penyafort,Vilafranca del Penedès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,125.0,310.0,225.0,0.0,0.0,0.0,0.0,38.68,1645836.72,516792.73,212438.68,660.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2021-2022,8053625,Delta - Espiga,Vilafranca del Penedès,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,21.0,746692.3,234461.38,76838.33,48.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2017-2018,8031496,El Cim,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,148.0,305.0,230.0,0.0,0.0,0.0,0.0,42.68,1525939.59,471515.33,177600.83,683.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2017-2018,8031502,Santa Teresa de Jesús,Vilanova i la Geltrú,3.0,6.0,8.0,0.0,0.0,4.0,0.0,76.0,160.0,237.0,0.0,0.0,112.0,0.0,33.82,1255332.87,387897.86,160022.88,585.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2017-2018,8031526,Sant Bonaventura,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,156.0,321.0,234.0,0.0,0.0,0.0,0.0,37.68,1351077.42,417482.92,176700.72,711.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2017-2018,8031538,Escola Pia de Vilanova i la Geltrú,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,150.0,313.0,244.0,0.0,0.0,0.0,0.0,39.68,1430491.7,442021.94,174184.81,707.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2017-2018,8031599,Divina Providència,Vilanova i la Geltrú,3.0,6.0,4.0,0.0,0.0,0.0,0.0,76.0,158.0,116.0,0.0,0.0,0.0,0.0,20.72,721070.04,222810.64,86454.24,350.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2017-2018,8043565,La Pau,Vilanova i la Geltrú,1.0,6.0,0.0,0.0,0.0,0.0,0.0,46.0,133.0,0.0,0.0,0.0,0.0,0.0,11.0,416684.37,128755.47,40871.72,179.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2018-2019,8031496,El Cim,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,151.0,309.0,238.0,0.0,0.0,0.0,0.0,42.68,1626134.52,502475.57,179906.79,698.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2018-2019,8031502,Santa Teresa de Jesús,Vilanova i la Geltrú,3.0,6.0,8.0,0.0,0.0,4.0,0.0,75.0,160.0,247.0,0.0,0.0,107.0,0.0,33.82,1311252.59,405177.05,168672.4,589.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2018-2019,8031526,Sant Bonaventura,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,150.0,313.0,234.0,0.0,0.0,0.0,0.0,37.68,1394936.86,431035.49,182546.01,697.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2018-2019,8031538,Escola Pia de Vilanova i la Geltrú,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,141.0,309.0,242.0,0.0,0.0,0.0,0.0,39.68,1489615.33,460291.14,181982.41,692.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2018-2019,8031599,Divina Providència,Vilanova i la Geltrú,3.0,6.0,4.0,0.0,0.0,0.0,0.0,70.0,157.0,115.0,0.0,0.0,0.0,0.0,20.72,748804.71,231380.66,93516.91,342.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2018-2019,8043565,La Pau,Vilanova i la Geltrú,1.0,6.0,0.0,0.0,0.0,0.0,0.0,38.0,124.0,0.0,0.0,0.0,0.0,0.0,11.0,395282.69,122142.35,44183.87,162.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2019-2020,8031496,El Cim,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,151.0,305.0,243.0,0.0,0.0,0.0,0.0,42.68,1741716.64,546899.02,184180.91,699.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2019-2020,8031502,Santa Teresa de Jesús,Vilanova i la Geltrú,4.0,12.0,8.0,0.0,0.0,4.0,0.0,109.0,307.0,241.0,0.0,0.0,104.0,0.0,44.82,1696457.34,532687.6,211353.16,761.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2019-2020,8031526,Sant Bonaventura,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,146.0,319.0,235.0,0.0,0.0,0.0,0.0,37.68,1494278.68,469203.51,190163.03,700.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2019-2020,8031538,Escola Pia de Vilanova i la Geltrú,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,145.0,319.0,244.0,0.0,0.0,0.0,0.0,42.18,1674311.82,525733.91,188890.75,708.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2019-2020,8031599,Divina Providència,Vilanova i la Geltrú,3.0,6.0,4.0,0.0,0.0,0.0,0.0,69.0,156.0,120.0,0.0,0.0,0.0,0.0,20.72,780066.92,244941.01,94245.06,345.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2020-2021,8031496,El Cim,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,139.0,301.0,237.0,0.0,0.0,0.0,0.0,43.68,1766561.56,554700.33,229893.08,677.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2020-2021,8031502,Santa Teresa de Jesús,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,4.0,0.0,112.0,283.0,238.0,0.0,0.0,105.0,0.0,46.82,1937091.42,608246.71,239427.67,738.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2020-2021,8031526,Sant Bonaventura,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,144.0,315.0,238.0,0.0,0.0,0.0,0.0,38.68,1508997.65,473825.26,201518.04,697.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2020-2021,8031538,Escola Pia de Vilanova i la Geltrú,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,142.0,319.0,241.0,0.0,0.0,0.0,0.0,43.18,1716364.99,538938.61,209964.29,702.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2020-2021,8031599,Divina Providència,Vilanova i la Geltrú,3.0,6.0,4.0,0.0,0.0,0.0,0.0,61.0,148.0,113.0,0.0,0.0,0.0,0.0,20.72,800073.62,251223.12,105743.84,322.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2021-2022,8031496,El Cim,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,144.0,305.0,237.0,0.0,0.0,0.0,0.0,43.68,1893796.32,594652.04,234840.24,686.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2021-2022,8031502,Santa Teresa de Jesús,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,4.0,0.0,112.0,293.0,241.0,0.0,0.0,110.0,0.0,46.82,2000699.18,628219.54,250161.13,756.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2021-2022,8031526,Sant Bonaventura,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,141.0,310.0,231.0,0.0,0.0,0.0,0.0,38.68,1606357.65,504396.3,188064.39,682.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2021-2022,8031538,Escola Pia de Vilanova i la Geltrú,Vilanova i la Geltrú,6.0,12.0,8.0,0.0,0.0,0.0,0.0,135.0,313.0,240.0,0.0,0.0,0.0,0.0,43.18,1888454.67,592974.77,227248.14,688.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2021-2022,8031599,Divina Providència,Vilanova i la Geltrú,3.0,6.0,4.0,0.0,0.0,0.0,0.0,58.0,144.0,115.0,0.0,0.0,0.0,0.0,20.72,831496.16,261089.79,111606.32,317.0,Vilanova i la Geltrú,Vilanova i la Geltrú,Garraf,Barcelona,68152.0
2017-2018,8036275,L'Oreig,Pallejà,3.0,6.0,4.0,0.0,0.0,0.0,0.0,75.0,173.0,127.0,0.0,0.0,0.0,0.0,19.72,772196.24,238608.64,85913.21,375.0,Pallejà,Pallejà,Baix Llobregat,Barcelona,11593.0
2018-2019,8036275,L'Oreig,Pallejà,3.0,6.0,4.0,0.0,0.0,0.0,0.0,71.0,174.0,123.0,0.0,0.0,0.0,0.0,19.72,805082.11,248770.37,90354.01,368.0,Pallejà,Pallejà,Baix Llobregat,Barcelona,11593.0
2019-2020,8036275,L'Oreig,Pallejà,3.0,6.0,4.0,0.0,0.0,0.0,0.0,71.0,168.0,120.0,0.0,0.0,0.0,0.0,19.72,869021.11,272872.63,91690.91,359.0,Pallejà,Pallejà,Baix Llobregat,Barcelona,11593.0
2020-2021,8036275,L'Oreig,Pallejà,3.0,6.0,4.0,0.0,0.0,0.0,0.0,73.0,162.0,126.0,0.0,0.0,0.0,0.0,20.72,880947.66,276617.57,100996.8,361.0,Pallejà,Pallejà,Baix Llobregat,Barcelona,11593.0
2021-2022,8036275,L'Oreig,Pallejà,3.0,6.0,4.0,0.0,0.0,0.0,0.0,76.0,160.0,125.0,0.0,0.0,0.0,0.0,20.72,960680.3,301653.61,103679.99,361.0,Pallejà,Pallejà,Baix Llobregat,Barcelona,11593.0
2017-2018,8036986,Betlem,Premià de Dalt,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,144.0,99.0,0.0,0.0,0.0,0.0,15.72,567321.44,175302.32,68529.84,243.0,Premià de Dalt,Premià de Dalt,Maresme,Barcelona,10400.0
2017-2018,8063655,Betlem-2,Premià de Dalt,3.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,127703.11,39460.26,17924.4,67.0,Premià de Dalt,Premià de Dalt,Maresme,Barcelona,10400.0
2018-2019,8036986,Betlem,Premià de Dalt,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,154.0,106.0,0.0,0.0,0.0,0.0,15.72,589744.45,182231.04,72500.2,260.0,Premià de Dalt,Premià de Dalt,Maresme,Barcelona,10400.0
2018-2019,8063655,Betlem-2,Premià de Dalt,3.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,132112.85,40822.87,18696.48,73.0,Premià de Dalt,Premià de Dalt,Maresme,Barcelona,10400.0
2019-2020,8036986,Betlem,Premià de Dalt,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,139.0,108.0,0.0,0.0,0.0,0.0,15.72,652416.28,204858.71,74228.21,247.0,Premià de Dalt,Premià de Dalt,Maresme,Barcelona,10400.0
2019-2020,8063655,Betlem-2,Premià de Dalt,3.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,141773.63,44516.92,19328.83,68.0,Premià de Dalt,Premià de Dalt,Maresme,Barcelona,10400.0
2020-2021,8036986,Betlem,Premià de Dalt,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,143.0,108.0,0.0,0.0,0.0,0.0,16.72,707033.37,222008.48,78988.65,251.0,Premià de Dalt,Premià de Dalt,Maresme,Barcelona,10400.0
2020-2021,8063655,Betlem-2,Premià de Dalt,3.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,184548.96,57948.37,19596.54,66.0,Premià de Dalt,Premià de Dalt,Maresme,Barcelona,10400.0
2021-2022,8036986,Betlem,Premià de Dalt,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,149.0,114.0,0.0,0.0,0.0,0.0,16.72,767995.8,241150.68,82575.29,263.0,Premià de Dalt,Premià de Dalt,Maresme,Barcelona,10400.0
2021-2022,8063655,Betlem-2,Premià de Dalt,2.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,177387.78,55699.76,12519.58,60.0,Premià de Dalt,Premià de Dalt,Maresme,Barcelona,10400.0
2017-2018,8040266,Montclar-Mestral,Jorba,3.0,10.0,8.0,0.0,0.0,0.0,0.0,71.0,233.0,217.0,0.0,0.0,0.0,0.0,31.68,1119526.37,345933.65,144135.32,521.0,Jorba,Jorba,Anoia,Barcelona,806.0
2018-2019,8040266,Montclar-Mestral,Jorba,3.0,10.0,8.0,0.0,0.0,0.0,0.0,68.0,223.0,210.0,0.0,0.0,0.0,0.0,31.68,1162977.49,359360.04,149454.27,501.0,Jorba,Jorba,Anoia,Barcelona,806.0
2019-2020,8040266,Institució Igualada,Jorba,3.0,10.0,8.0,0.0,0.0,0.0,0.0,66.0,205.0,209.0,0.0,0.0,0.0,0.0,31.68,1234171.44,387529.83,154679.09,480.0,Jorba,Jorba,Anoia,Barcelona,806.0
2020-2021,8040266,Institució Igualada,Jorba,3.0,9.0,8.0,0.0,0.0,0.0,0.0,67.0,187.0,210.0,0.0,0.0,0.0,0.0,30.68,1197725.88,376085.93,153888.04,464.0,Jorba,Jorba,Anoia,Barcelona,806.0
2021-2022,8040266,Institució Igualada,Jorba,3.0,9.0,8.0,0.0,0.0,0.0,0.0,64.0,191.0,193.0,0.0,0.0,0.0,0.0,31.68,1310722.89,411566.99,171387.17,448.0,Jorba,Jorba,Anoia,Barcelona,806.0
2017-2018,8045161,Ginebró,Llinars del Vallès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,148.0,317.0,244.0,0.0,0.0,0.0,0.0,37.68,1278045.39,394916.03,173181.85,709.0,Llinars del Vallès,Llinars del Vallès,Vallès Oriental,Barcelona,10205.0
2018-2019,8045161,Ginebró,Llinars del Vallès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,151.0,316.0,245.0,0.0,0.0,0.0,0.0,37.68,1359449.98,420070.04,172420.44,712.0,Llinars del Vallès,Llinars del Vallès,Vallès Oriental,Barcelona,10205.0
2019-2020,8045161,Ginebró,Llinars del Vallès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,147.0,312.0,244.0,0.0,0.0,0.0,0.0,37.68,1376387.9,432185.8,188302.4,703.0,Llinars del Vallès,Llinars del Vallès,Vallès Oriental,Barcelona,10205.0
2020-2021,8045161,Ginebró,Llinars del Vallès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,143.0,309.0,244.0,0.0,0.0,0.0,0.0,38.68,1461777.74,458998.21,207856.15,696.0,Llinars del Vallès,Llinars del Vallès,Vallès Oriental,Barcelona,10205.0
2021-2022,8045161,Ginebró,Llinars del Vallès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,138.0,312.0,248.0,0.0,0.0,0.0,0.0,38.68,1582813.03,497003.29,219431.17,698.0,Llinars del Vallès,Llinars del Vallès,Vallès Oriental,Barcelona,10205.0
2017-2018,17000147,FEDAC - Anglès,Anglès,3.0,5.0,0.0,0.0,0.0,0.0,0.0,56.0,109.0,0.0,0.0,0.0,0.0,0.0,12.0,397047.4,122687.65,47203.22,165.0,Anglès,Anglès,Selva,Girona,5682.0
2018-2019,17000147,FEDAC - Anglès,Anglès,3.0,5.0,0.0,0.0,0.0,0.0,0.0,49.0,118.0,0.0,0.0,0.0,0.0,0.0,12.0,419616.88,129661.62,61416.22,167.0,Anglès,Anglès,Selva,Girona,5682.0
2019-2020,17000147,FEDAC - Anglès,Anglès,3.0,5.0,0.0,0.0,0.0,0.0,0.0,53.0,122.0,0.0,0.0,0.0,0.0,0.0,12.0,451604.22,141803.73,50751.95,175.0,Anglès,Anglès,Selva,Girona,5682.0
2020-2021,17000147,FEDAC - Anglès,Anglès,3.0,6.0,0.0,0.0,0.0,0.0,0.0,48.0,120.0,0.0,0.0,0.0,0.0,0.0,14.0,518671.22,162862.76,62369.49,168.0,Anglès,Anglès,Selva,Girona,5682.0
2021-2022,17000147,FEDAC - Anglès,Anglès,2.0,6.0,0.0,0.0,0.0,0.0,0.0,38.0,108.0,0.0,0.0,0.0,0.0,0.0,13.0,499193.05,156746.62,70608.81,146.0,Anglès,Anglès,Selva,Girona,5682.0
2017-2018,17000184,Vedruna,Arbúcies,3.0,6.0,0.0,0.0,0.0,0.0,0.0,63.0,146.0,0.0,0.0,0.0,0.0,0.0,13.0,506807.36,156603.47,53400.88,209.0,Arbúcies,Arbúcies,Selva,Girona,6474.0
2018-2019,17000184,Vedruna,Arbúcies,3.0,6.0,0.0,0.0,0.0,0.0,0.0,68.0,143.0,0.0,0.0,0.0,0.0,0.0,13.0,486942.93,150465.37,52799.29,211.0,Arbúcies,Arbúcies,Selva,Girona,6474.0
2019-2020,17000184,Vedruna Arbúcies,Arbúcies,3.0,6.0,0.0,0.0,0.0,0.0,0.0,63.0,144.0,0.0,0.0,0.0,0.0,0.0,13.0,526954.4,165463.68,57182.59,207.0,Arbúcies,Arbúcies,Selva,Girona,6474.0
2020-2021,17000184,Vedruna Arbúcies,Arbúcies,3.0,6.0,0.0,0.0,0.0,0.0,0.0,58.0,143.0,0.0,0.0,0.0,0.0,0.0,14.0,551943.52,173310.27,68625.23,201.0,Arbúcies,Arbúcies,Selva,Girona,6474.0
2021-2022,17000184,Vedruna Arbúcies,Arbúcies,2.0,6.0,0.0,0.0,0.0,0.0,0.0,47.0,136.0,0.0,0.0,0.0,0.0,0.0,13.0,570339.16,179086.5,61085.59,183.0,Arbúcies,Arbúcies,Selva,Girona,6474.0
2017-2018,17000299,Casa Nostra,Banyoles,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,146.0,112.0,0.0,0.0,0.0,0.0,15.72,570112.76,176164.84,68602.98,258.0,Banyoles,Banyoles,Pla de l'Estany,Girona,20187.0
2018-2019,17000299,Casa Nostra,Banyoles,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,146.0,111.0,0.0,0.0,0.0,0.0,15.72,572773.29,176986.95,61771.64,257.0,Banyoles,Banyoles,Pla de l'Estany,Girona,20187.0
2019-2020,17000299,Casa Nostra,Banyoles,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,147.0,101.0,0.0,0.0,0.0,0.0,15.72,608021.12,190918.63,76932.82,248.0,Banyoles,Banyoles,Pla de l'Estany,Girona,20187.0
2020-2021,17000299,Casa Nostra,Banyoles,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,141.0,110.0,0.0,0.0,0.0,0.0,16.72,630884.07,198097.6,83293.21,251.0,Banyoles,Banyoles,Pla de l'Estany,Girona,20187.0
2021-2022,17000299,Casa Nostra,Banyoles,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,135.0,98.0,0.0,0.0,0.0,0.0,16.72,659404.64,207053.06,96081.76,233.0,Banyoles,Banyoles,Pla de l'Estany,Girona,20187.0
2017-2018,17000421,Cor de Maria,La Bisbal d'Empordà,3.0,6.0,4.0,0.0,0.0,0.0,0.0,64.0,162.0,106.0,0.0,0.0,0.0,0.0,20.72,732167.89,226239.88,86454.24,332.0,Bisbal d'Empordà,La Bisbal d'Empordà,Baix Empordà,Girona,11163.0
2018-2019,17000421,Cor de Maria,La Bisbal d'Empordà,3.0,6.0,4.0,0.0,0.0,0.0,0.0,58.0,154.0,109.0,0.0,0.0,0.0,0.0,20.72,768580.71,237491.44,79402.8,321.0,Bisbal d'Empordà,La Bisbal d'Empordà,Baix Empordà,Girona,11163.0
2019-2020,17000421,Cor de Maria,La Bisbal d'Empordà,3.0,6.0,4.0,0.0,0.0,0.0,0.0,63.0,151.0,105.0,0.0,0.0,0.0,0.0,20.72,802760.13,252066.68,91690.91,319.0,Bisbal d'Empordà,La Bisbal d'Empordà,Baix Empordà,Girona,11163.0
2020-2021,17000421,Cor de Maria,La Bisbal d'Empordà,3.0,6.0,4.0,0.0,0.0,0.0,0.0,71.0,137.0,114.0,0.0,0.0,0.0,0.0,21.72,832950.92,261546.59,101268.9,322.0,Bisbal d'Empordà,La Bisbal d'Empordà,Baix Empordà,Girona,11163.0
2021-2022,17000421,Cor de Maria,La Bisbal d'Empordà,3.0,6.0,4.0,0.0,0.0,0.0,0.0,70.0,139.0,107.0,0.0,0.0,0.0,0.0,21.72,903078.35,283566.6,123471.43,316.0,Bisbal d'Empordà,La Bisbal d'Empordà,Baix Empordà,Girona,11163.0
2017-2018,17000482,Cor de Maria,Blanes,6.0,12.0,8.0,0.0,0.0,0.0,0.0,145.0,324.0,220.0,0.0,0.0,0.0,0.0,37.68,1445108.99,446538.68,173234.42,689.0,Blanes,Blanes,Selva,Girona,40579.0
2017-2018,17000512,Santa Maria,Blanes,6.0,12.0,8.0,0.0,0.0,0.0,0.0,151.0,336.0,217.0,0.0,0.0,0.0,0.0,37.68,1354328.23,418487.42,173556.53,704.0,Blanes,Blanes,Selva,Girona,40579.0
2018-2019,17000482,Cor de Maria,Blanes,6.0,12.0,8.0,0.0,0.0,0.0,0.0,135.0,316.0,217.0,0.0,0.0,0.0,0.0,37.68,1478262.12,456783.0,120394.24,668.0,Blanes,Blanes,Selva,Girona,40579.0
2018-2019,17000512,Santa Maria,Blanes,6.0,12.0,8.0,0.0,0.0,0.0,0.0,151.0,327.0,227.0,0.0,0.0,0.0,0.0,37.68,1411984.45,436303.2,174544.41,705.0,Blanes,Blanes,Selva,Girona,40579.0
2019-2020,17000482,Cor de Maria,Blanes,6.0,12.0,8.0,0.0,0.0,0.0,0.0,130.0,313.0,223.0,0.0,0.0,0.0,0.0,37.68,1583048.25,497077.15,184572.49,666.0,Blanes,Blanes,Selva,Girona,40579.0
2019-2020,17000512,Santa Maria,Blanes,6.0,12.0,8.0,0.0,0.0,0.0,0.0,146.0,316.0,223.0,0.0,0.0,0.0,0.0,37.68,1496096.76,469774.38,187620.31,685.0,Blanes,Blanes,Selva,Girona,40579.0
2020-2021,17000482,Cor de Maria,Blanes,6.0,12.0,8.0,0.0,0.0,0.0,0.0,124.0,297.0,234.0,0.0,0.0,0.0,0.0,39.68,1630344.39,511928.14,194430.33,655.0,Blanes,Blanes,Selva,Girona,40579.0
2020-2021,17000512,Santa Maria,Blanes,6.0,12.0,8.0,0.0,0.0,0.0,0.0,145.0,306.0,226.0,0.0,0.0,0.0,0.0,38.68,1540996.72,483872.97,202274.14,677.0,Blanes,Blanes,Selva,Girona,40579.0
2021-2022,17000482,Cor de Maria,Blanes,5.0,12.0,8.0,0.0,0.0,0.0,0.0,110.0,308.0,230.0,0.0,0.0,0.0,0.0,39.34,1746112.84,548279.43,198414.35,648.0,Blanes,Blanes,Selva,Girona,40579.0
2021-2022,17000512,Santa Maria,Blanes,6.0,12.0,8.0,0.0,0.0,0.0,0.0,130.0,309.0,216.0,0.0,0.0,0.0,0.0,38.68,1625748.53,510485.04,210021.64,655.0,Blanes,Blanes,Selva,Girona,40579.0
2017-2018,17000858,La Salle de Cassà,Cassà de la Selva,6.0,12.0,8.0,0.0,0.0,0.0,0.0,130.0,308.0,231.0,0.0,0.0,0.0,0.0,37.68,1363529.06,421330.48,174923.22,669.0,Cassà de la Selva,Cassà de la Selva,Gironès,Girona,10680.0
2018-2019,17000858,La Salle de Cassà,Cassà de la Selva,6.0,12.0,8.0,0.0,0.0,0.0,0.0,137.0,302.0,229.0,0.0,0.0,0.0,0.0,37.68,1386698.97,428489.98,179809.76,668.0,Cassà de la Selva,Cassà de la Selva,Gironès,Girona,10680.0
2019-2020,17000858,La Salle de Cassà,Cassà de la Selva,6.0,12.0,8.0,0.0,0.0,0.0,0.0,137.0,299.0,231.0,0.0,0.0,0.0,0.0,37.68,1489273.14,467631.77,183758.74,667.0,Cassà de la Selva,Cassà de la Selva,Gironès,Girona,10680.0
2020-2021,17000858,La Salle de Cassà,Cassà de la Selva,6.0,12.0,8.0,0.0,0.0,0.0,0.0,123.0,297.0,235.0,0.0,0.0,0.0,0.0,38.68,1497623.2,470253.68,194523.27,655.0,Cassà de la Selva,Cassà de la Selva,Gironès,Girona,10680.0
2021-2022,17000858,La Salle de Cassà,Cassà de la Selva,6.0,12.0,8.0,0.0,0.0,0.0,0.0,116.0,290.0,244.0,0.0,0.0,0.0,0.0,38.68,1617034.98,507748.98,192841.1,650.0,Cassà de la Selva,Cassà de la Selva,Gironès,Girona,10680.0
2017-2018,17001164,Cor de Maria,Figueres,3.0,6.0,0.0,0.0,0.0,0.0,0.0,72.0,158.0,0.0,0.0,0.0,0.0,0.0,13.0,435683.41,134626.17,55995.04,230.0,Figueres,Figueres,Alt Empordà,Girona,47088.0
2017-2018,17001191,La Salle,Figueres,6.0,12.0,12.0,0.0,0.0,0.0,0.0,154.0,336.0,343.0,0.0,0.0,0.0,0.0,47.16,1778321.58,549501.37,207430.95,833.0,Figueres,Figueres,Alt Empordà,Girona,47088.0
2017-2018,17001206,Escolàpies Figueres,Figueres,6.0,12.0,8.0,0.0,0.0,0.0,0.0,154.0,326.0,229.0,0.0,0.0,0.0,0.0,38.68,1402919.05,433501.99,171615.17,709.0,Figueres,Figueres,Alt Empordà,Girona,47088.0
2018-2019,17001164,Cor de Maria,Figueres,3.0,6.0,0.0,0.0,0.0,0.0,0.0,76.0,161.0,0.0,0.0,0.0,0.0,0.0,13.0,456517.95,141064.05,138524.98,237.0,Figueres,Figueres,Alt Empordà,Girona,47088.0
